client,datetime,method,request,status,size,referer,user_agent,traffic-label,ref,refers,user-agent,encoded_refers,encoded_user-agent,encoded_status,encoded_method
172.20.2.174,2019-01-22 04:32:46+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
66.249.66.194,2019-01-22 04:32:48+03:30,GET,/m/product/32003/62233/%D8%B3%DB%8C%D9%86%D9%85%D8%A7-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-CM9750,404,32419,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:33:03+03:30,GET,/product/25699/%D9%BE%D8%B1%DA%A9%D8%A7%D8%B4%D9%86-%D8%A8%D8%A7%D9%86%DA%AF%D9%88-Meinl-%D9%85%D8%AF%D9%84-FWB400GAB,404,33702,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:33:20+03:30,GET,/m/product/33994/%D8%A7%D8%AA%D9%88-%D9%BE%D8%B1%D8%B3%DB%8C-%DA%98%D8%A7%D9%86%D9%88%D9%85%D9%87-%D9%85%D8%AF%D9%84-JANOME-Steam-Press-ML300,404,33703,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 04:33:20+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.125.184.237,2019-01-22 04:33:30+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/9011/11729/%d9%87%d9%85%d8%b2%d9%86-%d8%a8%d9%88%d8%b4-%d9%85%d8%af%d9%84-mfq40304,"mozilla/5.0 (iphone; cpu iphone os 11_2_5 like mac os x) applewebkit/604.5.6 (khtml, like gecko) version/11.0 mobile/15d60 safari/604.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
213.32.47.229,2019-01-22 04:33:34+03:30,GET,/apple-touch-icon-120x120-precomposed.png,404,33663,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:36+03:30,GET,/apple-touch-icon-120x120.png,404,33657,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:36+03:30,GET,/apple-touch-icon-precomposed.png,404,392,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:36+03:30,GET,/apple-touch-icon.png,404,392,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:37+03:30,GET,/apple-touch-icon-120x120-precomposed.png,404,33663,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:38+03:30,GET,/apple-touch-icon-120x120.png,404,33657,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:39+03:30,GET,/apple-touch-icon-precomposed.png,404,392,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
213.32.47.229,2019-01-22 04:33:39+03:30,GET,/apple-touch-icon.png,404,392,-,mobilesafari/604.1 cfnetwork/976 darwin/18.2.0,0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.62.222.160,2019-01-22 04:33:39+03:30,GET,/m/product/340/%D8%AC%D8%A7%D8%B1%D9%88%D8%A8%D8%B1%D9%82%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%DA%A9%D8%AA-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-PHILIPS-Vacuum-Cleaner-FC9176,499,0,http://www.google.com/search?ei=jmpgxoczbi6vlwtu4a_4ag&q=%d8%ac%d8%a7%d8%b1%d9%88+9176+%d9%81%db%8c%d9%84%db%8c%d9%be%d8%b3&oq=%d8%ac%d8%a7%d8%b1%d9%88%db%8c+9176&gs_l=mobile-gws-wiz-serp.1.0.0i22i30l2.19937.32305..34537...0.0..1.349.4196.0j1j15j1......0....1.......5..0i67j0i7i30j0j41j46j0i10j0i30j33i160.zdudrt2cqpw,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",2,www.google.com,www.google.com,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",7,4,7,0
69.162.124.234,2019-01-22 04:33:44+03:30,HEAD,/,301,0,http://zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
5.125.184.237,2019-01-22 04:33:47+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/30009/59573/%d9%87%d9%85%d8%b2%d9%86-%d8%af%d8%b3%d8%aa%db%8c-%d8%a8%d9%88%d8%b4-%d9%85%d8%af%d9%84-mfq40302,"mozilla/5.0 (iphone; cpu iphone os 11_2_5 like mac os x) applewebkit/604.5.6 (khtml, like gecko) version/11.0 mobile/15d60 safari/604.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
5.62.222.160,2019-01-22 04:33:50+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/340/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d9%81%db%8c%d9%84%db%8c%d9%be%d8%b3-%d9%85%d8%af%d9%84-philips-vacuum-cleaner-fc9176,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,6,1
172.20.2.174,2019-01-22 04:33:54+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.125.184.237,2019-01-22 04:34:08+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/30046/59623/%d9%87%d9%85%d8%b2%d9%86-%d8%af%d8%b3%d8%aa%db%8c-%d8%a8%d9%88%d8%b4-%d9%85%d8%af%d9%84-mfq47304,"mozilla/5.0 (iphone; cpu iphone os 11_2_5 like mac os x) applewebkit/604.5.6 (khtml, like gecko) version/11.0 mobile/15d60 safari/604.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
66.249.66.194,2019-01-22 04:34:16+03:30,GET,/m/product/27865/70812,404,33616,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.125.184.237,2019-01-22 04:34:23+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/31830/62017/%d9%87%d9%85%d8%b2%d9%86-%d8%af%d8%b3%d8%aa%db%8c-%d8%a8%d9%88%d8%b4-%d9%85%d8%af%d9%84-mfq36gold,"mozilla/5.0 (iphone; cpu iphone os 11_2_5 like mac os x) applewebkit/604.5.6 (khtml, like gecko) version/11.0 mobile/15d60 safari/604.1",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,6,1
63.143.42.246,2019-01-22 04:34:26+03:30,HEAD,/,301,0,http://zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
172.20.2.174,2019-01-22 04:34:28+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
66.249.66.197,2019-01-22 04:34:30+03:30,GET,/browse/santral,404,33665,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:34:32+03:30,GET,/browse/drums/,404,33666,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:34:39+03:30,GET,/browse/headphone,404,32399,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
37.9.113.152,2019-01-22 04:34:43+03:30,GET,/product/23551/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%85%DA%86%DB%8C-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-es105452001,403,134,-,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,5,0
5.62.222.160,2019-01-22 04:34:48+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119160000,404,0,https://www.zanbil.ir/m/product/31787/61957/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d8%a7%d9%84-%d8%ac%db%8c-%d9%85%d8%af%d9%84-vn-3824hrb,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,6,1
172.20.2.174,2019-01-22 04:35:01+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
66.249.66.194,2019-01-22 04:35:16+03:30,GET,/product/7514,404,33630,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:35:22+03:30,GET,/browse/head+washer,404,33667,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
69.162.124.229,2019-01-22 04:35:33+03:30,HEAD,/,301,0,http://www.zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
172.20.2.174,2019-01-22 04:35:35+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.62.222.160,2019-01-22 04:35:45+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119340000,404,0,https://www.zanbil.ir/m/product/31788/61959/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d8%a7%d9%84-%d8%ac%db%8c-%d9%85%d8%af%d9%84-vn-3822hss,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,6,1
63.143.42.242,2019-01-22 04:35:46+03:30,HEAD,/,301,0,http://www.zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
66.249.66.194,2019-01-22 04:35:53+03:30,GET,/m/product/31381/%D8%B3%D8%A7%D8%B9%D8%AA-%D8%B9%D9%82%D8%B1%D8%A8%D9%87-%D8%A7%DB%8C-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-CASIO-%D9%85%D8%AF%D9%84-Casio-Watch-G-Shock-GWG-1000-1A3DR,404,33736,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
63.143.42.246,2019-01-22 04:35:55+03:30,HEAD,/,301,0,http://www.zanbil.ir,mozilla/5.0+(compatible; uptimerobot/2.0; http://www.uptimerobot.com/),1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,1,1
66.249.66.194,2019-01-22 04:35:57+03:30,GET,/product/8222,404,33629,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.62.222.160,2019-01-22 04:36:05+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119340000,404,0,https://www.zanbil.ir/m/product/348/1916/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d9%81%db%8c%d9%84%db%8c%d9%be%d8%b3-%d9%85%d8%af%d9%84-fc9170,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,6,1
172.20.2.174,2019-01-22 04:36:09+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
93.110.220.181,2019-01-22 04:36:11+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt51860000",200,5288,https://www.zanbil.ir/browse/hood/%d9%87%d9%88%d8%af,"mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
93.110.220.181,2019-01-22 04:36:16+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt51860000",200,5382,"https://www.zanbil.ir/filter/p2597,rf1660000,rt51860000","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
66.249.66.194,2019-01-22 04:36:28+03:30,GET,/search?f=p0&phrase=SHine+on+me,404,32377,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
66.249.66.194,2019-01-22 04:36:32+03:30,GET,/search?f=p0&phrase=%D8%B6%D8%A8%D8%B7+%D8%AE%D9%88%D8%AF%D8%B1%D9%88,404,32378,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
93.110.220.181,2019-01-22 04:36:37+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt9190000",200,5085,"https://www.zanbil.ir/filter/p2597,rf1660000,rt51860000","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
66.249.66.194,2019-01-22 04:36:39+03:30,GET,/search?f=p0&phrase=42lb65000,404,32101,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
93.110.220.181,2019-01-22 04:36:41+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt9190000,v591%7C90%20%D8%B3%D8%A7%D9%86%D8%AA%DB%8C%20%D9%85%D8%AA%D8%B1?o=v591",200,5144,"https://www.zanbil.ir/filter/p2597,rf1660000,rt9190000","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
172.20.2.174,2019-01-22 04:36:42+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
66.249.66.194,2019-01-22 04:36:43+03:30,GET,/search?f=p0&phrase=%D8%AA%D8%A8%D9%84%D8%AA+%DA%A9%D9%88%D9%84%D8%A7%D9%84%D8%A7+,404,32313,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
5.62.222.160,2019-01-22 04:36:47+03:30,POST,/comparison/add?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,200,51,https://www.zanbil.ir/m/product/348/1916/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d9%81%db%8c%d9%84%db%8c%d9%be%d8%b3-%d9%85%d8%af%d9%84-fc9170,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,0,2
